Anio,Cveestado,Nomestado,Cveddr,Nomddr,Cvempio,Nommunicipio,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado,Año,Mes,Fecha_Pub_DOF,Clave ciudad,Nombre ciudad,División,Grupo,Clase,Subclase,Clave genérico,Genérico,Consecutivo,Especificación,Precio promedio,Cantidad,Unidad,Estatus
2016,21,Puebla,115,Cholula,148,Santa Isabel Cholula,6,Caprino,6,Leche,4.325,0,9.49,41.04,0,2016,2,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,7,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16.48,1,LT,
2016,21,Puebla,115,Cholula,153,Tecali de Herrera,4,Bovino,6,Leche,465.658,0,6.73,3134.93,0,2016,2,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,8,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",18,1,LT,
2016,21,Puebla,115,Cholula,153,Tecali de Herrera,6,Caprino,6,Leche,15.825,0,9.68,153.205,0,2016,2,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,9,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1 LT",15.3,1,LT,
2016,21,Puebla,115,Cholula,163,Tepatlaxco de Hidalgo,4,Bovino,6,Leche,933.07,0,6.32,5896.2,0,2016,2,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,10,"ALPURA, PASTEURIZADA, CLASICA, ENTERA, BOTE DE 1 LT",16,1,LT,
2016,21,Puebla,115,Cholula,163,Tepatlaxco de Hidalgo,6,Caprino,6,Leche,28.29,0,9.78,276.622,0,2016,2,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,11,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.5,1,LT,
2016,21,Puebla,115,Cholula,164,Tepeaca,4,Bovino,6,Leche,6749.799,0,6.18,41743.44,0,2016,2,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,12,"BORDEN, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16.5,1,LT,
2016,21,Puebla,115,Cholula,164,Tepeaca,6,Caprino,6,Leche,16.105,0,9.69,156.091,0,2016,2,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,13,"ALPURA, ULTRAPASTEURIZADA, 2000, ENTERA, BOTE DE 1 LT",17,1,LT,
2016,21,Puebla,115,Cholula,175,Tianguismanalco,4,Bovino,6,Leche,1594.701,0,5.86,9344.51,0,2016,2,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,14,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",17,1,LT,
2016,21,Puebla,115,Cholula,175,Tianguismanalco,6,Caprino,6,Leche,8.771,0,9.51,83.411,0,2016,2,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,15,"ALPURA, ULTRAPASTEURIZADA, 2000, SEMI, BOTE DE 1 LT",17.5,1,LT,
2016,21,Puebla,115,Cholula,180,Tlahuapan,4,Bovino,6,Leche,12622.212,0,6,75733.26,0,2016,1,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,10,"ALPURA, PASTEURIZADA, CLASICA, ENTERA, BOTE DE 1 LT",16,1,LT,
2016,21,Puebla,115,Cholula,180,Tlahuapan,6,Caprino,6,Leche,8.081,0,9,72.729,0,2016,1,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,11,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.5,1,LT,
2016,21,Puebla,115,Cholula,181,Tlaltenango,4,Bovino,6,Leche,1007.974,0,6,6047.84,0,2016,1,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,12,"BORDEN, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16.5,1,LT,
2016,21,Puebla,115,Cholula,181,Tlaltenango,6,Caprino,6,Leche,0.554,0,9,4.986,0,2016,1,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,13,"ALPURA, ULTRAPASTEURIZADA, 2000, ENTERA, BOTE DE 1 LT",17,1,LT,
2016,21,Puebla,115,Cholula,188,Tochimilco,4,Bovino,6,Leche,771.229,0,5.82,4489.19,0,2016,1,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,14,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",17,1,LT,
2016,21,Puebla,115,Cholula,188,Tochimilco,6,Caprino,6,Leche,7.799,0,9.53,74.313,0,2016,1,24/05/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,15,"ALPURA, ULTRAPASTEURIZADA, 2000, SEMI, BOTE DE 1 LT",17.5,1,LT,
2016,21,Puebla,115,Cholula,193,Tzicatlacoyan,4,Bovino,6,Leche,692.465,0,6.6,4569.13,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,2,"LALA, ULTRAPASTEURIZADA, DESLACTOSADA, BOTE DE 1 LT",16.9,1,LT,
2016,21,Puebla,115,Cholula,193,Tzicatlacoyan,6,Caprino,6,Leche,13.989,0,9.65,134.959,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,3,"LECHE Y PAN, ULTRAPASTEURIZADA, 12 BOTES DE 1 LT",11.05,1,LT,
2016,21,Puebla,116,Izúcar de Matamoros,3,Acatlán,4,Bovino,6,Leche,109.362,0,11.23,1228.11,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,4,"PARMALAT, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",13.65,1,LT,
2016,21,Puebla,116,Izúcar de Matamoros,31,Coatzingo,4,Bovino,6,Leche,2.717,0,6.11,16.61,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,5,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1.86 LT",16.72,1,LT,
2016,21,Puebla,116,Izúcar de Matamoros,47,Chiautla,4,Bovino,6,Leche,299.286,0,9.37,2804.2,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,6,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",17,1,LT,
2016,21,Puebla,116,Izúcar de Matamoros,51,Chietla,4,Bovino,6,Leche,63.804,0,6.07,387.48,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,7,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16.65,1,LT,
2016,21,Puebla,116,Izúcar de Matamoros,59,Chinantla,4,Bovino,6,Leche,1.79,0,10.7,19.16,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,8,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",18,1,LT,
2016,21,Puebla,116,Izúcar de Matamoros,73,Huehuetlán El Chico,4,Bovino,6,Leche,224.396,0,9.88,2216.15,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,9,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1 LT",15.1,1,LT,
2016,21,Puebla,116,Izúcar de Matamoros,85,Izúcar de Matamoros,4,Bovino,6,Leche,558.203,0,6.08,3396.13,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,10,"ALPURA, PASTEURIZADA, CLASICA, ENTERA, BOTE DE 1 LT",16,1,LT,
2016,21,Puebla,116,Izúcar de Matamoros,112,Petlalcingo,4,Bovino,6,Leche,84.961,0,10.1,858.106,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,11,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.5,1,LT,
2016,21,Puebla,116,Izúcar de Matamoros,133,San Martín Totoltepec,4,Bovino,6,Leche,3.658,0,6.09,22.27,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,12,"BORDEN, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16.5,1,LT,
2016,21,Puebla,116,Izúcar de Matamoros,155,Tecomatlán,4,Bovino,6,Leche,34.058,0,10.71,364.71,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,13,"ALPURA, ULTRAPASTEURIZADA, 2000, ENTERA, BOTE DE 1 LT",17,1,LT,DESENCADENADO
2016,21,Puebla,116,Izúcar de Matamoros,166,Tepeojuma,4,Bovino,6,Leche,282.536,0,6.1,1723.43,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,14,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",17,1,LT,
2016,21,Puebla,116,Izúcar de Matamoros,168,Tepexco,4,Bovino,6,Leche,8.139,0,6.14,49.93,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,15,"ALPURA, ULTRAPASTEURIZADA, 2000, SEMI, BOTE DE 1 LT",17.38,1,LT,
2016,21,Puebla,116,Izúcar de Matamoros,185,Tlapanalá,4,Bovino,6,Leche,14.268,0,6.11,87.2,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,2,"LALA, ULTRAPASTEURIZADA, DESLACTOSADA, BOTE DE 1 LT",16.9,1,LT,
2016,21,Puebla,117,Tecamachalco,4,Acatzingo,4,Bovino,6,Leche,4290.287,0,5.09,21839.07,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,3,"LECHE Y PAN, ULTRAPASTEURIZADA, 12 BOTES DE 1 LT",11.05,1,LT,
2016,21,Puebla,117,Tecamachalco,4,Acatzingo,6,Caprino,6,Leche,14.578,0,9.66,140.77,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,4,"PARMALAT, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",13.65,1,LT,
2016,21,Puebla,117,Tecamachalco,18,Atexcal,4,Bovino,6,Leche,26.457,0,5.5,145.5,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,5,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1.86 LT",16.72,1,LT,
2016,21,Puebla,117,Tecamachalco,18,Atexcal,6,Caprino,6,Leche,26.122,0,4.57,119.297,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,6,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",17,1,LT,
2016,21,Puebla,117,Tecamachalco,20,Atoyatempan,4,Bovino,6,Leche,19555.933,0,5.57,108956.2,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,7,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16.65,1,LT,
2016,21,Puebla,117,Tecamachalco,20,Atoyatempan,6,Caprino,6,Leche,2.264,0,4.42,10.004,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,8,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",18,1,LT,
2016,21,Puebla,117,Tecamachalco,37,Coyotepec,4,Bovino,6,Leche,14.223,0,5.5,78.24,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,9,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1 LT",15.1,1,LT,
2016,21,Puebla,117,Tecamachalco,37,Coyotepec,6,Caprino,6,Leche,7.509,0,4.57,34.296,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,10,"ALPURA, PASTEURIZADA, CLASICA, ENTERA, BOTE DE 1 LT",16,1,LT,
2016,21,Puebla,117,Tecamachalco,38,Cuapiaxtla de Madero,4,Bovino,6,Leche,1697.963,0,4.83,8207.42,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,11,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.5,1,LT,
2016,21,Puebla,117,Tecamachalco,38,Cuapiaxtla de Madero,6,Caprino,6,Leche,2.31,0,14.84,34.279,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,12,"BORDEN, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16.5,1,LT,
2016,21,Puebla,117,Tecamachalco,52,Chigmecatitlán,4,Bovino,6,Leche,6.012,0,5.5,33.08,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,13,"ALPURA, ULTRAPASTEURIZADA, 2000, ENTERA, BOTE DE 1 LT",17,1,LT,DESENCADENADO
2016,21,Puebla,117,Tecamachalco,52,Chigmecatitlán,6,Caprino,6,Leche,1.656,0,4.57,7.564,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,14,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",17,1,LT,
2016,21,Puebla,117,Tecamachalco,65,General Felipe Ángeles,4,Bovino,6,Leche,3565.279,0,4.86,17326.47,0,2016,1,22/04/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,15,"ALPURA, ULTRAPASTEURIZADA, 2000, SEMI, BOTE DE 1 LT",17.38,1,LT,
2016,21,Puebla,117,Tecamachalco,65,General Felipe Ángeles,6,Caprino,6,Leche,17.297,0,10.66,184.294,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,1,"SANTA CLARA, PASTEURIZADA, ENTERA, BOTE DE 1.89 LT",16.14,1,LT,
2016,21,Puebla,117,Tecamachalco,70,Huatlatlauca,4,Bovino,6,Leche,23.527,0,5.5,129.4,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,2,"LALA, ULTRAPASTEURIZADA, DESLACTOSADA, BOTE DE 1 LT",17.15,1,LT,
2016,21,Puebla,117,Tecamachalco,70,Huatlatlauca,6,Caprino,6,Leche,10.915,0,4.57,49.846,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,3,"LECHE Y PAN, ULTRAPASTEURIZADA, 12 BOTES DE 1 LT",11,1,LT,
2016,21,Puebla,117,Tecamachalco,79,Huitziltepec,4,Bovino,6,Leche,7349.02,0,5.26,38681.67,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,4,"PARMALAT, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",14.63,1,LT,
2016,21,Puebla,117,Tecamachalco,79,Huitziltepec,6,Caprino,6,Leche,7.918,0,4.42,34.985,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,5,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1.86 LT",16.45,1,LT,
2016,21,Puebla,117,Tecamachalco,82,Ixcaquixtla,4,Bovino,6,Leche,74.284,0,5.5,408.55,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,6,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",17,1,LT,
2016,21,Puebla,117,Tecamachalco,82,Ixcaquixtla,6,Caprino,6,Leche,20.414,0,4.57,93.224,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,7,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16.25,1,LT,
2016,21,Puebla,117,Tecamachalco,92,Juan N. Méndez,4,Bovino,6,Leche,37.79,0,5.5,207.86,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,8,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",18,1,LT,
2016,21,Puebla,117,Tecamachalco,92,Juan N. Méndez,6,Caprino,6,Leche,9.575,0,4.57,43.73,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,9,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1 LT",15.1,1,LT,
2016,21,Puebla,117,Tecamachalco,95,La Magdalena Tlatlauquitepec,4,Bovino,6,Leche,8.896,0,5.5,48.95,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,10,"ALPURA, PASTEURIZADA, CLASICA, ENTERA, BOTE DE 1 LT",15.25,1,LT,
2016,21,Puebla,117,Tecamachalco,95,La Magdalena Tlatlauquitepec,6,Caprino,6,Leche,15.164,0,4.57,69.249,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,11,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.5,1,LT,
2016,21,Puebla,117,Tecamachalco,97,Mixtla,4,Bovino,6,Leche,91.503,0,4.8,439.21,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,12,"BORDEN, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16.5,1,LT,
2016,21,Puebla,117,Tecamachalco,97,Mixtla,6,Caprino,6,Leche,0.935,0,10.34,9.671,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,13,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",14.93,1,LT,
2016,21,Puebla,117,Tecamachalco,98,Molcaxac,4,Bovino,6,Leche,44.361,0,5.5,244,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,14,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16.25,1,LT,
2016,21,Puebla,117,Tecamachalco,98,Molcaxac,6,Caprino,6,Leche,19.202,0,4.57,87.695,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,15,"ALPURA, ULTRAPASTEURIZADA, 2000, SEMI, BOTE DE 1 LT",16.88,1,LT,
2016,21,Puebla,117,Tecamachalco,110,Palmar de Bravo,4,Bovino,6,Leche,15535.97,0,5.23,81217.29,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,1,"SANTA CLARA, PASTEURIZADA, ENTERA, BOTE DE 1.89 LT",16.14,1,LT,
2016,21,Puebla,117,Tecamachalco,110,Palmar de Bravo,6,Caprino,6,Leche,76.102,0,10.52,800.553,0,2016,1,28/03/2016 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,2,"LALA, ULTRAPASTEURIZADA, DESLACTOSADA, BOTE DE 1 LT",17.15,1,LT,
